Nombre Completo,Pago
Wallis,Montecillo,1477.5600000000002
Enrique,Solis,940.17
Andrea,Pérez,1379.9099999999999
Beatriz,Reyes,1440.01
Carolina,Molina,746.48
Maria,Zamorano,4357.86
Mónica,Orozco,2927.36
José,Osuna,6313.16
Josue,Orozco,3363.12
Siomara,Villarreal,318.92
Alex,Navarro,1650.7199999999998
Oscar,Sisnett,4106.88
Alvaro,Núñez,1917.76
Rominna,Elizondo,1161.28
Carlos,Mendoza,3909.2200000000003
Alberto,Valera,4168.88
Antonio,Avila,4081.28
Jesús,Carpinteyro,4752.0
Ana,Carpinteyro,840.78
Alvaro,Méndez,1623.17
María,Gómez,1129.83
Eduardo,Ahumada,850.28
Armando,Peña,3029.0600000000004
Jose,Villaseñor,134.1
Jessica,Amézquita,460.19
Gabriel,Vergara,3460.08
Mariana,Carriera,7358.32
Roberto,Vázquez,1521.8999999999999
Eduardo,Ochoa,1693.3799999999999
María,Farias,85.19999999999999
Raúl,Sánchez,1095.6599999999999
Angélica,Díaz,3877.23
Fernando,Atanacio,3554.15
Alejandro,Williams,5391.72
Diego,Camarena,4207.01
Susana,Guardado,2300.92
Ana,Paez,5523.5
Maricarmen,Gómez,2422.34
Diana,Nuncio,2499.9
Susana,Barba,162.83999999999997
Fausto,Panduro,2571.8599999999997
Celia,Rivera,1166.4
Luís,Ruvalcaba,2159.92
Julio,Gallardo,955.0799999999999
Eduardo,Valdivia,2124.0
Juan,Sánchez,6399.0
Francisco,González,208.44
Antonio,Machuca,2166.48
Jesús,López,4634.11
Alejandra,Blanhir,1537.5
Antonio,Quiles,1534.8000000000002
Isaac,Chávez,3967.59
Andrea,Gómez,13.25
Carlos,Orozco,78.53999999999999
Javier,Oseguera,3235.5299999999997
Leo,Maldonado,432.32
Carlos,Pelayo,3317.0
Siboney,García,3206.8
Mitzi,Sandoval,1574.76
Jorge,Andrade,546.06
Juan,Esqueda,662.32
Paula,Navarro,5365.44
Adriana,Orozco,2069.1
Gustavo,Michel,1018.7099999999999
Verónica,Paredes,1620.78
Gabriela,Vázquez,3608.44
Laura,Padilla,322.65
Javier,García,59.400000000000006
Jorge,Ortíz,1247.4
María,Valencia,1628.55
Susana,Gloria,5419.02
Jimena,Ballesteros,163.8
José,Flores,2384.67
Scarlett,López,1143.3
Paola,Valenzuela,3149.26
Edna,Fonseca,5497.96
María,Pérez,1574.4399999999998
Genaro,Batani,936.8000000000001
Paulina,Duarte,2303.56
Jessica,Romero,1566.75
Héctor,Briceño,1088.17
Perla,Gonzalez,1202.67
Sergio,Ramírez,2318.96
Carlos,Villaseñor,207.48000000000002
Gustavo,Gómez,519.5
Moises,González,4466.4
Jesús,Petersen,4189.12
Luis,Osuna,4037.58
Roberto,Villaseñor,1488.0
Fernando,Gallegos,3526.2000000000003
Laura,Cortes,2192.19
Ricardo,Mandujano,5463.88
Fernando,Loaiza,232.56
Alfa,Milanés,1914.06
Karla,Maldonado,1489.03
Jaime,Alarcón,1698.5
Ahiran,Carranza,3025.0800000000004
Sonia,Espinoza,2703.8999999999996
Daniel,Pinto,2567.67
Abril,Rubio,4452.63
Jorge,Franco,2329.29
Juan,Huerta,1123.2
Kathya,Rajaram,7280.91
Elias,Angulo,470.25
Ernesto,Amezcua,9433.7
Marisol,Medina,2801.16
María,Ortega,128.16
Fabián,Ortíz,677.1
Andrea,Martínez,40.32
Luis,Sánchez,208.25
Enrique,Manzo,1743.45
José,Velázquez,4665.780000000001
Marian,Castro,467.46000000000004
Lesly,Armenta,521.22
Carlos,Martínez,3261.76
Jesús,Rodríguez,578.56
Jorge,Zamora,2031.54
Edgar,Rodríguez,3078.0
Felipe,González,5083.26
Sergio,Clavel,1136.52
Inverly,Heimpel,7183.349999999999
Josué,Cortés,1469.52
María,Tarriba,421.26
Nabor,Romero,2345.9700000000003
Ana,Miranda,1175.1000000000001
Eduardo,Esqueda,3738.57
Luis,Ferrusca,1252.44
Oscar,López,2405.4
Jessica,Román,1176.24
Alan,Toscano,4332.68
Hector,González,397.1
Gladys,Flores,700.91
Diego,Arys,153.55
Ricardo,Ramos,1641.15
Andrea,Amézquita,122.69999999999999
Jorge,Gómez,2496.12
Ricardo,Tejeda,3992.7999999999997
Angélica,Ruiz,1519.6000000000001
Luis,Lomelí,3546.1800000000003
Germán,González,4629.150000000001
Daniel,Jiménez,2138.15
David,Bibo,3030.0
Aldo,Cervera,1415.62
Horacio,Kelly,652.41
Paulina,Guggenbuehl,5125.8
Paola,García,1974.21
Alejandra,Ríos,3717.39
Jorge,Pelayo,2454.5800000000004
Andrés,Curiel,1000.5600000000001
Gildardo,Gutiérrez,805.56
Aniel,Fernández,841.44
Sandra,Aguilera,3089.5
Michelle,Santos,1826.32
Mariana,Figueroa,5308.39
Isabel,Palacio,1038.0
Jorge,Franco,1746.09
Carlos,Alpuche,4780.31
Diego,Arciga,697.17
Jessica,Westall,4404.92
Andrea,Scoponi,2912.14
Rafael,Aparicio,1817.28
Pedro,Espinoza,1052.22
Jorge,Márquez,164.96
Armando,Yeme,1486.0
Blanca,Garcín,4276.08
Rosaura,Castellanos,2056.45
Gabriela,García,2122.64
Mónica,Esquivel,3117.44
Carla,Suro,8439.76
Daniela,Rosado,5545.389999999999
Mariana,Tinoco,1103.76
Gustavo,Jacobo,3064.0
José,Vite,1524.6000000000001
Enrique,Bejarano,3297.42
Edgar,Elías,8394.14
Daniel,Reyes,5814.48
Rafael,Pereyda,1696.77
Oscar,Garnica,820.38
Eduardo,Gallegos,290.92
Ana,Conchas,3231.8
María,Okhuysen,2152.64
José,Perez,6139.84
Rodrigo,Osuna,5254.2
David,Gomez,5005.74
Alba,Gutiérrez,4039.29
Lizett,Camacho,6629.700000000001
Roberto,Aguiar,433.58
Jaime,Cuevas,2689.1200000000003
Kimberlye,Renovato,10129.9
Itzel,Sierra,1857.45
Paulina,Sánchez,539.91
Margarita,Hernández,1097.28
Cinthia,Silva,2557.38
Jorge,Tirado,5092.32
Lizette,Gámez,8711.94
Ramón,Gutierrez,1002.3299999999999
María,Izaguirre,5145.6
Juan,Regalado,10693.76
Omar,Parra,598.64
Carlos,Martínez,3782.25
Paulina,Sánchez,253.46
Laura,Vega,6703.4
Rodrigo,Varela,261.0
Ana,Vargas,222.88
Briseida,Angulo,475.79999999999995
Cynthia,Rubio,17.490000000000002
Barbara,Alcaraz,912.34
Leslie,Sahagún,2056.14
Jaime,Amador,753.75
Francisco,Zarco,2221.7999999999997
Martha,Cabrera,1079.25
Liduvina,Flores,3274.2
Marthel,Tostado,163.59
Eduardo,Gálvez,5089.35
José,Gastelum,243.36
Erick,Moreno,3700.75
Ana,Gómez,1431.04
Myra,Arce,2448.0
Rodrigo,Vázquez,145.08
José,Velázquez,5327.54
Joaquin,Godínez,2284.0800000000004
Christian,Mendoza,1543.6799999999998
Rosa,Gutiérrez,638.4
Jonathan,Vega,2506.0
Diana,Jauregui,4565.18
Eduardo,Carrillo,77.4
Angélica,Azpeytia,480.64
Omar,Islas,2147.1
Paul,Velasco,2115.31
Alfonso,Meza,7889.839999999999
Verónica,Su,4754.5199999999995
Nubecita,Reyes,6050.03
Andrea,Rodríguez,2751.12
Evelyn,Ibarra,10.95
Laura,Aguilar,902.06
Luis,Uriarte,191.28
Alejandro,Medina,2120.23
Eva,Ortega,1973.77
Tania,Villa,5003.79
Oscar,Madrigal,198.39
Amanda,Calderón,1526.0400000000002
Nora,Sánchez,3959.5199999999995
María,Gheno,454.84999999999997
Luis,Nuño,4754.94
Alejandro,Parra,2774.9700000000003
Héctor,Flores,1289.84
Alan,Mora,1135.36
Paulina,Martínez,5121.2
Alfonso,Flores,55.64
María,Castañeda,145.17999999999998
Ricardo,Vázquez,4199.0
Mónica,Aviña,2486.38
Marco,Ibarrias,1061.58
Diana,Parga,1974.1000000000001
Erika,Quero,6376.0199999999995
Florencia,Galant,2149.7999999999997
Andrea,Ayala,2338.7400000000002
Arturo,Rodríguez,1109.2
Kathy,Ascencio,7891.25
Christiane,Honda,6698.48
Alejandra,Cervantes,2730.2400000000002
Emma,Laris,1015.87
Carmen,Durón,4395.3
Franchesca,Alcalá,6767.7
Oscar,Valdez,2193.92
Ana,Marron,2896.62
Fernando,Caballero,334.5
José,Topete,2716.0
Ari,León,103.41
Andrea,Ortiz,1755.66
María,Romo,3666.96
Silvia,Robles,2381.96
Irma,Saldivar,1761.2099999999998
César,Ramírez,714.5999999999999
Diego,Álvarez,569.25
Rolando,Schoeneck,2847.36
Pedro,Cortés,1400.79
Jessica,Ureña,10545.07
Oscar,Becerra,1704.08
Cynthia,Vega,204.0
Javier,Godínez,3234.59
Juan,Ceballos,1525.4
Cindy,Ibarra,1293.01
Luis,Muñoz,1916.34
José,Pantoja,4380.6
Jordan,Castañon,4886.8
Christiam,Gutiérrez,201.0
Joel,Ramírez,644.8000000000001
Cristian,Múzquiz,2525.85
Nayeli,Aguayo,1225.08
Estela,Mendoza,1840.68
Alisa,Zárate,3214.75
Casandra,Pérez,946.0
Paola,Alanis,8034.599999999999
Eduardo,Salcedo,6667.860000000001
Mariana,Rodríguez,2794.56
Elí,Castañeda,6634.88
María,Mora,4912.34
José,Guzmán,3359.34
Dora,Serur,1778.1699999999998
José,Almendariz,2258.52
Iván,Preciado,2444.13
Mayra,Quintana,1602.46
Andrea,Domínguez,4184.95
Mariana,Gomez,2988.09
Carlos,Barajas,3759.8399999999997
Leticia,Ortiz,282.6
Karen,Gallegos,2228.8
Jonathan,Arceo,7321.92
Luzline,Moreno,2086.8300000000004
Esmeralda,Rivera,3736.59
Juan,Noriega,1754.84
José,Varela,5691.92
Alonso,Tinajero,962.22
Alejandra,Mendoza,565.65
Alma,Carrillo,1488.5
María,Arregui,4080.3199999999997
Ligia,Collado,161.70000000000002
Jorge,Verduzco,1131.06
María,Rivas,1030.66
Sara,Acosta,1740.78
Miriam,Velarde,11.2
Rigoberto,Pérez,3906.4500000000003
Emmanuel,Gonzalez,3928.98
María,Villalón,1078.0
Omar,Alonso,2776.84
Jorge,Gómez,1050.08
Oscar,Zuno,4566.0
Miriam,Espinosa,3432.81
Karla,Loza,1772.95
Edgar,Camacho,2597.92
Esteban,Gil,3085.43
Natalia,Raygoza,4889.92
Samuel,Llanos,1104.5
David,Cruz,1305.73
Grecia,Rogel,10.12
Ariel,Alvarez,1618.32
Luis,Díaz,6429.150000000001
Ricardo,Torres,4270.35
Mauricio,Morales,8169.66
Mariana,Cruz,2952.56
José,Cedeño,2294.48
Yadira,Bojorquez,2759.68
Alfonso,Escoto,5059.45
Jorge,Valencia,1951.6999999999998
Mariana,Martínez,47.52
Andrés,Mercado,4464.49
Alma,Homs,3336.0600000000004
Nataly,Vargas,2993.22
Alvaro,López,1562.6000000000001
Ana,Méndez,1853.8
Franco,Murillo,5363.04
Natalia,Mendoza,760.65
José,Carrillo,1447.3799999999999
Emma,Infante,2656.98
Luis,Islas,1465.6499999999999
Daniela,Tena,690.54
Alfonso,Leon,2345.74
Hilda,Acosta,8896.02
Sandra,Rosales,4411.0
Akiko,Alvarado,7006.2
Denisse,Acosta,663.2
Maria,Furber,2128.0
Florencia,Richaud,1865.7600000000002
Viviana,Luna,2346.0
Martha,Granados,1419.4899999999998
Andrea,Becerra,1317.44
Elohim,Cho,1861.44
Jesús,Siécola,3723.33
Diego,Ávalos,391.04
Jaqueline,Ibarra,2563.1200000000003
Virgilio,Herrera,1858.23
Raúl,Monge,1306.67
Jorge,Caudillo,6455.58
Daphne,Aguirre,3164.8500000000004
Carlos,Monroy,4646.88
Javier,Palma,1961.1000000000001
María,Muñoz,3426.88
Aranzazu,Cortés,4060.4900000000002
Ana,Ortega,1014.9
Juan,Salcedo,1329.09
Jorge,Valadez,2370.7200000000003
Omar,Rodríguez,3713.6000000000004
Luis,Becerril,217.35000000000002
José,Mayoral,5612.0
Ana,Hinojosa,2645.37
José,Ramirez,2995.02
Raúl,Velázquez,2959.3199999999997
Carlos,Álvarez,4286.240000000001
Ricardo,Pulido,4679.29
Karla,Leaño,2789.7599999999998
Carla,Reza,3006.59
Fernando,Godinez,1974.21
Julio,Vizcaíno,2585.7599999999998
Jessica,García,335.14
Aldo,Mayorga,3872.16
Claret,Camarillo,6574.53
Dolores,Tapia,9975.0
Enrique,González,1798.5
Mayra,Flores,3083.2000000000003
Mayra,Gómez,8514.88
Zeltzin,Neumann,3213.3900000000003
Miguel,Arias,6506.7
Yara,Luengas,2476.8799999999997
Stephanie,Orozco,5595.72
Juan,Olivares,1083.42
Miguel,Navarro,6755.570000000001
Edgar,Robledo,572.76
Pablo,Ocampo,212.52
Karla,González,949.2800000000001
Víctor,Becerril,759.73
Jessica,Garcia,1367.64
Maria,Salazar,1333.8
Enrique,García,419.84
Claudia,Montiel,566.4
Adriana,Ibarra,4787.57
Alvaro,Gonzalez,2526.9
Kristhian,Jiménez,2.7
Diego,Moreno,868.98
Omar,Tello,398.19000000000005
Ana,Rios,43.92
Mariana,Díaz,346.64000000000004
José,Vivanco,1638.8400000000001
José,Camacho,2672.3500000000004
Luis,Valdés,591.77
Hans,Quirarte,462.8
Fernando,Morimoto,1236.69
Luis,Campos,1004.0899999999999
Scarleth,Arredondo,2234.24
Brenda,Zepeda,2178.0
Manuel,Duron,1294.25
Sofía,English,2184.4
Saúl,Villalvazo,816.8000000000001
Ricardo,Gutiérrez,1311.7
María,Tapia,3494.8
Claudio,Sandoval,5620.02
Daniel,Piña,3240.46
Martin,Sánchez,1936.4999999999998
Sebastian,Bracamontes,5039.1900000000005
Jesús,Bricio,1976.94
Ana,Marmolejo,4831.2
Esteban,Franco,6580.76
Alejandra,Virgen,1191.33
Lucia,Chavira,1645.42
Victoria,Diaz,5859.599999999999
René,López,2353.25
Mariana,Ramírez,713.4000000000001
Gabriela,Villa,1122.8999999999999
Carla,Núñez,3410.8199999999997
Sergio,Ibarra,952.5999999999999
Ligia,Gonzalez,3284.4
Juan,Name,1638.36
Andrie,Voss,1511.98
Claudia,Parra,3759.57
Carlos,García,1636.18
Luis,Quiroz,706.49
Jorge,Caballero,2878.96
Rebeca,Peralta,93.98
Daniel,Larios,121.41
Carlos,Gonzalez,4409.6
Angélica,Padilla,281.0
Priscila,Tamayo,7459.76
Estela,Romano,263.45
Bricia,Rodríguez,1057.28
Hector,Aldrete,2789.6
Alan,Vaqueiro,1185.98
Oscar,Loza,559.13
Georgina,Saldaña,1379.8700000000001
Mariana,Jaúregui,5038.5599999999995
Gabriela,Barraza,767.59
Jorge,Sierra,4769.16
Lucero,Valdez,1219.24
Him,Gamboa,1222.95
Tania,Bravo,3095.17
Paola,Rosales,4497.42
Luciano,Estrella,1409.94
Jorge,Cordero,917.32
Maria,Fernández,488.09999999999997
Ana,Valdez,4589.54
María,Lazcano,2907.96
Fernanda,López,1945.0
Carlos,Cadena,6297.64
Ana,García,2384.08
Aldo,Sánchez,3882.2
Marco,Arce,2491.2
Javier,Garcia,31.28
Angelica,Camarena,4943.78
Ricardo,Padilla,1482.3799999999999
Karla,Trujillo,3045.7999999999997
Alan,Iñiguez,2072.6
Norma,Rojas,1119.69
Erick,Turon,3149.76
Lorena,Ibarra,1938.69
Naddia,Tinoco,748.95
Ernesto,Quintero,2555.76
Andrea,Chávez,1534.25
David,Ortiz,367.36
Julián,Mendoza,118.8
José,Zaragoza,3188.5
Roberto,Rodríguez,1729.75
Walter,Rodríguez,5340.0599999999995
Marcos,Bustos,4063.64
Francisco,Ramírez,2430.7799999999997
Jesús,Ruiz,1749.1999999999998
Rosa,Hernández,2005.2600000000002
Maria,Santana,1062.48
Francisco,Plasencia,1335.86
Zaira,Alcalá,2698.28
Paulina,Zuloaga,2166.12
Jasmin,Moncayo,2083.5
José,Godinez,508.16999999999996
José,González,3332.77
Mariana,Zermeño,8669.46
Araceli,Rodriguez,3351.48
Rodolfo,Urías,2633.3999999999996
Rosario,Castellanos,1161.03
Michelle,Cortés,6487.84
Juan,Hernández,2881.78
Itzel,Valdez,1666.56
Miguel,Palazuelos,5501.7
Tania,Sosa,2200.6800000000003
Daniel,Brito,6964.8
Omar,Aguilar,904.64
Raul,Estrada,2233.98
Paulina,García,836.0799999999999
Martín,García,955.68
Edgar,Martínez,6169.200000000001
Joel,González,675.5300000000001
Leida,Navarro,1832.5300000000002
Victor,Warren,4098.33
Aranzazu,Robles,1805.3999999999999
Carlos,Arroyo,7964.000000000001
Jorge,Espinosa,1272.1799999999998
Andrea,López,868.76
Ana,Garcilita,549.9
Andrea,Rojo,270.05
Lilly,Gama,1559.25
Christian,Torres,1043.02
Marco,Mendoza,83.0
Karen,Méndez,5288.25
David,Zamorano,1192.96
Joel,Félix,1923.25
Héctor,Barrón,9615.650000000001
René,Sánchez,2031.9599999999998
Maria,Rodríguez,3578.16
Gerardo,Rosado,8357.91
Alejandra,Lomelí,1336.32
Sofía,Dingfelder,5324.5
Cindy,Cortés,1730.06
Daisy,Valdez,1483.84
Carlos,Acosta,2236.0
Adrián,Bellato,271.0
Ma,Tostado,652.1999999999999
Arim,Contreras,3759.2799999999997
Ricardo,Azcona,776.25
Javier,Sánchez,284.58
Martín,Pérez,3776.0
Nidia,Montaño,1028.6399999999999
Jesuar,Valdez,137.97
Rocio,Ornelas,300.16
Stefanie,Carrillo,2944.0
Nestor,Romo,6476.76
Carlos,Olmos,3728.86
Sergio,Horta,2016.5
Rodrigo,Navarro,564.16
Diego,Aguilar,3783.2899999999995
Antar,Cantú,3050.3
Ernesto,Urquijo,2156.44
José,Fernandez,684.42
Itzel,Godinez,496.74
Alejandra,Martín,6246.76
Uri,Aceves,1049.58
Paola,González,3361.26
Angela,Jiménez,2268.84
Francisco,Narvarte,2584.5
Ana,Benitez,2025.76
Rafael,Guzmán,1186.75
Luis,Mares,1286.6399999999999
Karen,Cendejas,2378.29
Carlos,Staines,821.5600000000001
Daniela,Abugaber,956.11
Rodolfo,Diaz,768.35
Dario,Espinoza,1397.28
Geny,Gutiérrez,1110.6899999999998
Karina,Cortés,716.22
Regina,Gallardo,4810.68
Jaqueline,Pérez,4092.31
Ana,Guzmán,1084.8000000000002
Estefanía,Reyes,71.36
David,Ramirez,494.19
Natalia,Cruz,4067.54
Dulce,Mudeci,2065.8
Leonardo,Zamarripa,752.2099999999999
Sarah,Gastélum,6607.4400000000005
Ivette,Acosta,5649.7
Rodrigo,Ramírez,1141.26
Cuauhtli,Galindo,2215.7999999999997
Marco,Ochoa,785.4599999999999
Silvia,Tapia,3216.6
Carolina,Aínza,4635.12
Solange,Alvarez,2825.46
Carlos,Garay,3694.74
Andrea,Casillas,1834.92
Carlos,Ramírez,564.5
Christel,Higuera,1963.49
Hector,Cervantes,5705.400000000001
Rodrigo,Orona,2444.96
Donna,Tejeda,2562.2999999999997
Juan,Evangelista,1460.1599999999999
Jesus,Osorio,2268.26
Patricia,Gómez,4381.0
Pilar,Ochoa,440.75
José,Chávez,573.6
Leslie,Gómez,6003.48
Carla,Ituarte,62.33
Diego,Vazquez,185.9
Mariajose,Pérez,1244.0
Miriam,Garay,3536.2799999999997
Carlos,Arbayo,1035.12
Cristian,Cambero,9154.08
Josué,Cortina,999.5799999999999
Mariel,López,1638.3
Ricardo,Ramírez,135.51999999999998
Ernesto,Reynaldo,14.16
Pedro,García,2997.44
Juan,Medina,2787.12
Javier,Montero,5422.4
Laura,Murillo,532.0
Susana,Sánchez,399.4
José,Michel,8887.92
Roberto,Ortiz,799.4799999999999
Karen,Pulido,5436.08
Karla,Quiñonez,3167.85
Francisco,Faz,138.5
Ramiro,Ramírez,3228.2799999999997
Oskar,Vázquez,1998.9299999999998
José,Palazuelos,3919.32
Carlos,Zumaya,7204.76
Salvador,Martínez,472.5
Erick,Pizá,5.06
Francisco,Medina,765.3000000000001
Paula,Santana,927.3
Sofía,Caamaño,2330.1
Laura,Tueme,4779.5
Brenda,Suárez,2292.73
Mitzi,Torres,3126.8
Ramón,Robledo,1011.5
Mario,Ogaz,2041.74
Andres,Vázquez,2600.7200000000003
Jorge,Góngora,1834.56
Natalia,Cuevas,1133.16
Cristina,Cortés,2151.76
Roberto,Carvajal,1230.08
Kiabet,Garibay,7246.38
Itzhel,Sánchez,376.96
Michel,Riley,6541.650000000001
Carla,Morales,1823.9999999999998
Carlos,Santana,1817.7499999999998
Manuel,Alcaráz,4593.68
Margarita,Villarreal,4105.53
Mayra,Gutiérrez,1961.96
Karen,Avila,4117.36
Mariana,Morales,1480.71
Carlos,Borrego,4981.8
Juan,Figaredo,4823.36
Marién,Pompa,558.0
José,González,2701.0499999999997
Alvaro,Schoenleber,3997.1099999999997
Alvaro,Meza,4512.4
Mario,Castillo,526.4399999999999
Armando,Gómez,579.6
Bernardeth,González,713.7900000000001
Andrés,Sánchez,1278.8600000000001
José,Terreros,5638.08
Iván,Pérez,1154.25
Tania,Durán,1228.76
Eliud,Hernández,3228.74
Karla,López,767.0
Isaac,Zárate,2637.6
Mireya,Licea,9971.5
María,Bañuelos,2991.56
Omar,Mireles,3805.87
Damaris,Arriaga,1906.56
Georgina,Ortega,3401.7
Jesús,Olarte,4557.5
Hernán,Sandoval,2075.83
Irving,Lombrozo,1250.28
David,Lim,5308.9800000000005
Thania,Garza,3919.02
Karen,Barragán,708.66
Alberto,Muñoz,317.52000000000004
Juan,Pérez,1193.9299999999998
Victor,Nigenda,1647.3
Omar,Sosa,992.31
Norma,Gomez,278.46000000000004
José,Cabrales,565.76
Carmen,Sanabria,770.61
Juan,Suárez,2068.9
Alejandra,Rocha,1712.48
Edgar,Escoto,3861.9900000000002
Reyes,Magaña,219.80999999999997
Florencia,Barros,411.2
Galup,Muñoz,3699.78
Angeles,Pérez,4342.86
Viridiana,López,628.5799999999999
Everardo,Caloca,546.44
Ileana,Pinal,1807.96
María,Castro,1917.54
Andrea,Gastélum,3125.5
Ary,Macías,5475.42
Manuel,Garnica,2748.48
Daniela,Hernández,2434.8500000000004
Mariana,Venzor,4870.84
María,Martínez,3514.62
Carlos,Mora,1406.7
Eduardo,Martinez,1263.6799999999998
María,Ulate,1487.4
Daniela,Eliceiry,756.54
María,Gonzalez,2100.3900000000003
Catherine,Archundia,783.0
Gabriela,Gutiérrez,209.54999999999998
Margarita,Ruvalcaba,942.72
Claudia,González,5650.65
Areli,González,1537.62
Rafael,Ramírez,1700.27
José,Mendoza,406.34999999999997
María,Quintero,4921.2
Diego,Nuñez,3097.6400000000003
Luis,Mendoza,6936.22
Valeria,Magallón,70.5
Cesia,Gaitán,2270.4
Gabriela,Mejía,1328.8
Guillermo,Medrano,799.92
Carlos,Arroyo,1071.35
Oscar,Olmedo,2350.74
José,Flores,3125.12
July,Nuño,691.35
César,Couturier,2053.2200000000003
Arturo,Castro,1167.15
Gisela,Michel,1429.8
Mario,Rivera,1629.28
Cristina,Fierro,2161.74
Fernanda,Solorio,2648.16
Alison,Pérez,1235.92
Juan,Hernández,660.22
José,García,2176.65
José,Gómez,189.20000000000002
Luis,Montenbruck,1659.3799999999999
Jéssica,Torres,783.51
Diego,Macias,1087.32
Carlos,Hernández,3337.44
Angel,Aguirre,184.14000000000001
Zaira,Piñón,128.52
Alejandra,Granillo,459.12
Victor,Torres,2416.2799999999997
Jacobo,Luna,1894.68
Elizabeth,González,1249.56
Diana,Curiel,435.86
Enrique,Tamez,6187.799999999999
Karla,Aguilera,120.05999999999999
Claudia,Laguna,1260.16
AnaKaren,Camarena,2050.36
Ignacio,Sánchez,2237.0
Magdalena,Sanchez,3303.65
Andrea,Macias,349.20000000000005
Carlos,González,2417.1
Cecilia,Rodriguez,3503.9900000000002
Stephanie,Andrade,1748.96
Yolanda,Cajal,3821.58
Ulises,Macias,1019.7199999999999
Daniel,Rendón,2052.12
Daniel,Farah,3241.98
Clay,Puentes,4226.88
Fátima,Solis,2015.0600000000002
Cherill,Ornelas,342.72
Alfonso,Montfort,1301.04
Maren,Caso,5898.75
Ana,Reyes,1521.8
Katherine,Miramontes,464.31
Fabiola,Casir,448.89
Juan,Ramírez,2249.98
Gildardo,Ibarra,3128.54
María,Delgado,1689.44
Livier,Elizondo,3010.7000000000003
Karen,Meza,1745.64
Jessica,Toledo,1129.92
Diego,Pelayo,3506.1600000000003
Eréndira,Lona,1936.22
Valeria,Carbajal,2886.95
Oscar,Rivera,518.0
Erick,López,3344.9900000000002
César,Olaguibel,3439.44
Ahyreem,Gutiérrez,3176.8799999999997
María,Cortés,6863.879999999999
Luiguy,Solis,6271.2
Luis,Arana,4102.45
Odeth,Loya,25.52
Marco,Arpio,941.76
Yolanda,Reyes,2563.65
Isidoro,Perez,847.04
José,Guzik,2470.44
Carlos,Estrada,1534.08
Arturo,Ceja,2460.41
León,Rivas,2583.68
Francisco,Zarco,3100.48
Miguel,Cázares,1499.14
Hector,Palmer,357.76
Ana,Barrientos,4601.32
Jocelyn,Hernández,73.08
Wendy,Gomez,275.31
Adriana,Bustamante,2249.2799999999997
Steffi,Benítez,2703.5099999999998
Victor,Ruiz,6703.68
Zoe,Santos,3438.96
María,Rebolledo,2783.7
Pablo,Portillo,7149.450000000001
Daniel,Aguilar,1016.75
Diego,García,1673.1000000000001
Susana,Mejia,957.4999999999999
Georgia,Tlali,4317.18
José,Herrera,1872.85
Michael,Galindo,2569.75
Gabriel,Tolentino,1803.34
Javier,Orozco,2338.18
Juan,Barragán,2258.5
Janeth,Aguilera,4534.92
Gerardo,Díaz,3605.4799999999996
Guillermo,Ortega,1020.67
Ana,Michel,2343.04
Dafne,Zapata,3434.5499999999997
María,Rojas,1528.6499999999999
Miguel,Fernández,6447.84
Raúl,Barreto,2701.2299999999996
Arnoldo,Blackaller,2912.13
Patricia,Cuevas,3716.7599999999998
Ximena,Franco,1949.42
Laura,Ramirez,1619.94
Ilse,Alvarez,4250.49
Alma,Thomsen,794.25
Manuel,López,970.4
Ignacio,Silva,1244.85
Sergio,Rodríguez,320.04
Alejandro,Cruz,3044.8
Nubia,Szyrman,2610.5
Paulina,Velasco,2235.84
Francisco,Hernández,360.64000000000004
Andrés,Guzmán,355.46999999999997
Alejandro,Reyes,4844.400000000001
Andrea,Rodríguez,1637.72
Marco,Giovannelli,3706.85
Alan,Díaz,189.12
Paola,Garibay,1270.24
Leon,Rodríguez,4103.84
Jesús,Blackaller,6452.549999999999
Swetia,Cabrera,288.4
Daniel,Medina,3726.5800000000004
María,Collignon,1209.8
Elizabeth,Ramirez,5089.24
Perla,Watson,1800.44
Claudia,Sánchez,2214.94
José,Aguilar,4374.599999999999
César,Gómez,535.61
Albanny,Ramos,2472.2000000000003
Edna,Contreras,2672.25
Alejandro,Pérez,4527.200000000001
Alejandra,Acosta,2658.81
Cuauhtemoc,Torres,6593.929999999999
Leonardo,Lara,8691.29
Etzael,Aldrete,515.5
Luis,Lattuf,1314.22
Carlos,Valenzuela,164.89999999999998
Leslie,Avilés,1621.08
Montserrat,Velázquez,3925.02
Jeseli,Bulos,6043.900000000001
Santiago,Muñoz,1056.32
Jorge,Rangel,778.96
Alvaro,Contreras,1317.6000000000001
Sofía,Verduzco,2039.0
Christian,García,1709.85
Eduardo,González,3733.69
Cristina,López,1863.41
Estefanía,Fernández,47.519999999999996
Tamara,Amaral,6810.36
Rafael,Nafarrate,4216.860000000001
Ana,Gonzalez,3338.3999999999996
Priscila,Navarro,1935.96
Oscar,Avalos,2865.58
Aldo,Jiménez,5689.8
Karla,Riestra,1771.1999999999998
Ana,Padilla,1076.25
María,Arreola,2410.34
André,Mederos,2065.96
Viviana,Cárdenas,1947.75
José,Estrada,4334.0
Rodolfo,Hernández,1440.92
Farid,Zepeda,2912.14
Gabriela,Ament,5309.36
Ramón,Gómez,978.56
Mauricio,Araoz,922.8000000000001
Luisa,Sánchez,3310.84
Natalia,García,171.25
Mario,Tiznado,2578.9
Manuel,Bernal,6604.33
Diego,Toledo,1565.44
