Nombre Paterno Hrs Pago
Alejandra Ríos 51 72.89
Jorge Pelayo 31 79.18
Andrés Curiel 33 30.32
Gildardo Gutiérrez 21 38.36
Aniel Fernández 48 17.53
Sandra Aguilera 25 123.58
Michelle Santos 37 49.36
Mariana Figueroa 37 143.47
Isabel Palacio 50 20.76
Jorge Franco 29 60.21
Carlos Alpuche 43 111.17
Diego Arciga 17 41.01
Jessica Westall 52 84.71
Andrea Scoponi 31 93.94
Rafael Aparicio 16 113.58
Pedro Espinoza 38 27.69
Jorge Márquez 16 10.31
Armando Yeme 50 29.72
Blanca Garcín 36 118.78
Rosaura Castellanos 55 37.39
Gabriela García 26 81.64
Mónica Esquivel 32 97.42
Carla Suro 56 150.71
Daniela Rosado 53 104.63
Mariana Tinoco 21 52.56
Gustavo Jacobo 50 61.28
José Vite 20 76.23
Enrique Bejarano 21 157.02
Edgar Elías 53 158.38
Daniel Reyes 42 138.44
Rafael Pereyda 17 99.81
Oscar Garnica 33 24.86
Eduardo Gallegos 28 10.39
Ana Conchas 44 73.45
María Okhuysen 31 69.44
José Perez 56 109.64
Rodrigo Osuna 36 145.95
David Gomez 57 87.82
Alba Gutiérrez 37 109.17
Lizett Camacho 55 120.54
Roberto Aguiar 38 11.41
Jaime Cuevas 56 48.02
Kimberlye Renovato 55 184.18
Itzel Sierra 21 88.45
Paulina Sánchez 21 25.71
Margarita Hernández 24 45.72
Cinthia Silva 42 60.89
Jorge Tirado 48 106.09
Lizette Gámez 59 147.66
Ramón Gutierrez 21 47.73
María Izaguirre 60 85.76
Juan Regalado 56 190.96
Omar Parra 28 21.38
Carlos Martínez 41 92.25
Paulina Sánchez 38 6.67
Laura Vega 55 121.88
Rodrigo Varela 36 7.25
Ana Vargas 56 3.98
Briseida Angulo 15 31.72
Cynthia Rubio 33 0.53
Barbara Alcaraz 29 31.46
Leslie Sahagún 18 114.23
Jaime Amador 45 16.75
Francisco Zarco 35 63.48
Martha Cabrera 25 43.17
Liduvina Flores 34 96.30
Marthel Tostado 41 3.99
Eduardo Gálvez 37 137.55
José Gastelum 48 5.07
Erick Moreno 25 148.03
Ana Gómez 16 89.44
Myra Arce 32 76.50
Rodrigo Vázquez 39 3.72
José Velázquez 41 129.94
Joaquin Godínez 31 73.68
Christian Mendoza 48 32.16
Rosa Gutiérrez 38 16.80
Jonathan Vega 56 44.75
Diana Jauregui 34 134.27
Eduardo Carrillo 43 1.80
Angélica Azpeytia 16 30.04
Omar Islas 51 42.10
Paul Velasco 23 91.97
Alfonso Meza 56 140.89
Verónica Su 47 101.16
Nubecita Reyes 49 123.47
Andrea Rodríguez 36 76.42
Evelyn Ibarra 15 0.73
Laura Aguilar 53 17.02
Luis Uriarte 24 7.97
Alejandro Medina 49 43.27
Eva Ortega 31 63.67
Tania Villa 33 151.63
Oscar Madrigal 17 11.67
Amanda Calderón 54 28.26
Nora Sánchez 48 82.49
María Gheno 55 8.27
Luis Nuño 43 110.58
Alejandro Parra 33 84.09
Héctor Flores 46 28.04
Alan Mora 16 70.96
Paulina Martínez 59 86.80
Alfonso Flores 26 2.14
María Castañeda 17 8.54
Ricardo Vázquez 38 110.50
Mónica Aviña 26 95.63
Marco Ibarrias 39 27.22
Diana Parga 38 51.95
Erika Quero 51 125.02
Florencia Galant 30 71.66
Andrea Ayala 54 43.31
Arturo Rodríguez 47 23.60
Kathy Ascencio 59 133.75
Christiane Honda 37 181.04
Alejandra Cervantes 48 56.88
Emma Laris 29 35.03
Carmen Durón 35 125.58
Franchesca Alcalá 51 132.70
Oscar Valdez 32 68.56
Ana Marron 23 125.94
Fernando Caballero 30 11.15
José Topete 28 97.00
Ari León 27 3.83
Andrea Ortiz 29 60.54
María Romo 44 83.34
Silvia Robles 47 50.68
Irma Saldivar 33 53.37
César Ramírez 20 35.73
Diego Álvarez 55 10.35
Rolando Schoeneck 32 88.98
Pedro Cortés 53 26.43
Jessica Ureña 59 178.73
Oscar Becerra 17 100.24
Cynthia Vega 15 13.60
Javier Godínez 53 61.03
Juan Ceballos 58 26.30
Cindy Ibarra 43 30.07
Luis Muñoz 57 33.62
José Pantoja 49 89.40
Jordan Castañon 40 122.17
Christiam Gutiérrez 20 10.05
Joel Ramírez 52 12.40
Cristian Múzquiz 27 93.55
Nayeli Aguayo 41 29.88
Estela Mendoza 36 51.13
Alisa Zárate 55 58.45
Casandra Pérez 43 22.00
Paola Alanis 60 133.91
Eduardo Salcedo 57 116.98
Mariana Rodríguez 41 68.16
Elí Castañeda 56 118.48
María Mora 59 83.26
José Guzmán 27 124.42
Dora Serur 41 43.37
José Almendariz 59 38.28
Iván Preciado 39 62.67
Mayra Quintana 19 84.34
Andrea Domínguez 55 76.09
Mariana Gomez 51 58.59
Carlos Barajas 42 89.52
Leticia Ortiz 45 6.28
Karen Gallegos 35 63.68
Jonathan Arceo 48 152.54
Luzline Moreno 27 77.29
Esmeralda Rivera 39 95.81
Juan Noriega 19 92.36
José Varela 52 109.46
Alonso Tinajero 42 22.91
Alejandra Mendoza 15 37.71
Alma Carrillo 26 57.25
María Arregui 41 99.52
Ligia Collado 21 7.70
Jorge Verduzco 42 26.93
María Rivas 29 35.54
Sara Acosta 18 96.71
Miriam Velarde 32 0.35
Rigoberto Pérez 45 86.81
Emmanuel Gonzalez 33 119.06
María Villalón 28 38.50
Omar Alonso 44 63.11
Jorge Gómez 16 65.63
Oscar Zuno 60 76.10
Miriam Espinosa 51 67.31
Karla Loza 59 30.05
Edgar Camacho 52 49.96
Esteban Gil 37 83.39
Natalia Raygoza 59 82.88
Samuel Llanos 25 44.18
David Cruz 37 35.29
Grecia Rogel 23 0.44
Ariel Alvarez 33 49.04
Luis Díaz 45 142.87
Ricardo Torres 49 87.15
Mauricio Morales 54 151.29
Mariana Cruz 52 56.78
José Cedeño 46 49.88
Yadira Bojorquez 32 86.24
Alfonso Escoto 55 91.99
Jorge Valencia 29 67.30
Mariana Martínez 16 2.97
Andrés Mercado 41 108.89
Alma Homs 47 70.98
Nataly Vargas 27 110.86
Alvaro López 52 30.05
Ana Méndez 52 35.65
Franco Murillo 48 111.73
Natalia Mendoza 15 50.71
José Carrillo 43 33.66
Emma Infante 29 91.62
Luis Islas 15 97.71
Daniela Tena 34 20.31
Alfonso Leon 38 61.73
Hilda Acosta 59 150.78
Sandra Rosales 55 80.20
Akiko Alvarado 60 116.77
Denisse Acosta 16 41.45
Maria Furber 20 106.40
Florencia Richaud 39 47.84
Viviana Luna 50 46.92
Martha Granados 19 74.71
Andrea Becerra 46 28.64
Elohim Cho 21 88.64
Jesús Siécola 39 95.47
Diego Ávalos 16 24.44
Jaqueline Ibarra 56 45.77
Virgilio Herrera 33 56.31
Raúl Monge 41 31.87
Jorge Caudillo 51 126.58
Daphne Aguirre 39 81.15
Carlos Monroy 28 165.96
Javier Palma 15 130.74
María Muñoz 32 107.09
Aranzazu Cortés 43 94.43
Ana Ortega 30 33.83
Juan Salcedo 21 63.29
Jorge Valadez 48 49.39
Omar Rodríguez 44 84.40
Luis Becerril 27 8.05
José Mayoral 50 112.24
Ana Hinojosa 57 46.41
José Ramirez 42 71.31
Raúl Velázquez 42 70.46
Carlos Álvarez 56 76.54
Ricardo Pulido 59 79.31
Karla Leaño 24 116.24
Carla Reza 47 63.97
Fernando Godinez 49 40.29
Julio Vizcaíno 48 53.87
Jessica García 26 12.89
Aldo Mayorga 24 161.34
Claret Camarillo 37 177.69
Dolores Tapia 60 166.25
Enrique González 25 71.94
Mayra Flores 41 75.20
Mayra Gómez 59 144.32
Zeltzin Neumann 43 74.73
Miguel Arias 46 141.45
Yara Luengas 28 88.46
Stephanie Orozco 34 164.58
Juan Olivares 18 60.19
Miguel Navarro 41 164.77
Edgar Robledo 37 15.48
Pablo Ocampo 22 9.66
Karla González 34 27.92
Víctor Becerril 17 44.69
Jessica Garcia 18 75.98
Maria Salazar 18 74.10
Enrique García 32 13.12
Claudia Montiel 40 14.16
Adriana Ibarra 41 116.77
Alvaro Gonzalez 30 84.23
Kristhian Jiménez 54 0.05
Diego Moreno 42 20.69
Omar Tello 39 10.21
Ana Rios 24 1.83
Mariana Díaz 56 6.19
José Vivanco 28 58.53
José Camacho 29 92.15
Luis Valdés 17 34.81
Hans Quirarte 26 17.80
Fernando Morimoto 39 31.71
Luis Campos 41 24.49
Scarleth Arredondo 32 69.82
Brenda Zepeda 55 39.60
Manuel Duron 25 51.77
Sofía English 40 54.61
Saúl Villalvazo 20 40.84
Ricardo Gutiérrez 26 50.45
María Tapia 40 87.37
Claudio Sandoval 42 133.81
Daniel Piña 29 111.74
Martin Sánchez 50 38.73
Sebastian Bracamontes 39 129.21
Jesús Bricio 27 73.22
Ana Marmolejo 30 161.04
Esteban Franco 46 143.06
Alejandra Virgen 31 38.43
Lucia Chavira 23 71.54
Victoria Diaz 60 97.66
René López 25 94.13
Mariana Ramírez 15 47.56
Gabriela Villa 57 19.70
Carla Núñez 42 81.21
Sergio Ibarra 22 43.30
Ligia Gonzalez 60 54.74
Juan Name 18 91.02
Andrie Voss 17 88.94
Claudia Parra 37 101.61
Carlos García 26 62.93
Luis Quiroz 53 13.33
Jorge Caballero 28 102.82
Rebeca Peralta 37 2.54
Daniel Larios 57 2.13
Carlos Gonzalez 32 137.80
Angélica Padilla 50 5.62
Priscila Tamayo 56 133.21
Estela Romano 55 4.79
Bricia Rodríguez 56 18.88
Hector Aldrete 44 63.40
Alan Vaqueiro 19 62.42
Oscar Loza 23 24.31
Georgina Saldaña 43 32.09
Mariana Jaúregui 48 104.97
Gabriela Barraza 59 13.01
Jorge Sierra 44 108.39
Lucero Valdez 22 55.42
Him Gamboa 31 39.45
Tania Bravo 29 106.73
Paola Rosales 46 97.77
Luciano Estrella 18 78.33
Jorge Cordero 34 26.98
Maria Fernández 15 32.54
Ana Valdez 58 79.13
María Lazcano 33 88.12
Fernanda López 20 97.25
Carlos Cadena 58 108.58
Ana García 34 70.12
Aldo Sánchez 59 65.80
Marco Arce 20 124.56
Javier Garcia 23 1.36
Angelica Camarena 41 120.58
Ricardo Padilla 19 78.02
Karla Trujillo 20 152.29
Alan Iñiguez 43 48.20
Norma Rojas 39 28.71
Erick Turon 24 131.24
Lorena Ibarra 39 49.71
Naddia Tinoco 15 49.93
Ernesto Quintero 46 55.56
Andrea Chávez 19 80.75
David Ortiz 32 11.48
Julián Mendoza 33 3.60
José Zaragoza 25 127.54
Roberto Rodríguez 17 101.75
Walter Rodríguez 58 92.07
Marcos Bustos 28 145.13
Francisco Ramírez 29 83.82
Jesús Ruiz 40 43.73
Rosa Hernández 38 52.77
Maria Santana 38 27.96
Francisco Plasencia 34 39.29
Zaira Alcalá 26 103.78
Paulina Zuloaga 44 49.23
Jasmin Moncayo 50 41.67
José Godinez 39 13.03
José González 47 70.91
Mariana Zermeño 59 146.94
Araceli Rodriguez 33 101.56
Rodolfo Urías 35 75.24
Rosario Castellanos 39 29.77
Michelle Cortés 41 158.24
Juan Hernández 22 130.99
Itzel Valdez 21 79.36
Miguel Palazuelos 45 122.26
Tania Sosa 18 122.26
Daniel Brito 60 116.08
Omar Aguilar 44 20.56
Raul Estrada 21 106.38
Paulina García 56 14.93
Martín García 44 21.72
Edgar Martínez 53 116.40
Joel González 43 15.71
Leida Navarro 47 38.99
Victor Warren 43 95.31
Aranzazu Robles 51 35.40
Carlos Arroyo 55 144.80
Jorge Espinosa 39 32.62
Andrea López 37 23.48
Ana Garcilita 18 30.55
Andrea Rojo 55 4.91
Lilly Gama 33 47.25
Christian Torres 22 47.41
Marco Mendoza 50 1.66
Karen Méndez 55 96.15
David Zamorano 32 37.28
Joel Félix 35 54.95
Héctor Barrón 55 174.83
René Sánchez 59 34.44
Maria Rodríguez 51 70.16
Gerardo Rosado 57 146.63
Alejandra Lomelí 32 41.76
Sofía Dingfelder 46 115.75
Cindy Cortés 46 37.61
Daisy Valdez 32 46.37
Carlos Acosta 26 86.00
Adrián Bellato 20 13.55
Ma Tostado 15 43.48
Arim Contreras 49 76.72
Ricardo Azcona 25 31.05
Javier Sánchez 27 10.54
Martín Pérez 50 75.52
Nidia Montaño 24 42.86
Jesuar Valdez 27 5.11
Rocio Ornelas 32 9.38
Stefanie Carrillo 20 147.20
Nestor Romo 54 119.94
Carlos Olmos 37 100.78
Sergio Horta 37 54.50
Rodrigo Navarro 16 35.26
Diego Aguilar 49 77.21
Antar Cantú 59 51.70
Ernesto Urquijo 22 98.02
José Fernandez 17 40.26
Itzel Godinez 17 29.22
Alejandra Martín 41 152.36
Uri Aceves 51 20.58
Paola González 53 63.42
Angela Jiménez 21 108.04
Francisco Narvarte 25 103.38
Ana Benitez 44 46.04
Rafael Guzmán 47 25.25
Luis Mares 24 53.61
Karen Cendejas 29 82.01
Carlos Staines 19 43.24
Daniela Abugaber 23 41.57
Rodolfo Diaz 55 13.97
Dario Espinoza 16 87.33
Geny Gutiérrez 43 25.83
Karina Cortés 46 15.57
Regina Gallardo 42 114.54
Jaqueline Pérez 43 95.17
Ana Guzmán 48 22.60
Estefanía Reyes 32 2.23
David Ramirez 17 29.07
Natalia Cruz 58 70.13
Dulce Mudeci 20 103.29
Leonardo Zamarripa 37 20.33
Sarah Gastélum 57 115.92
Ivette Acosta 49 115.30
Rodrigo Ramírez 46 24.81
Cuauhtli Galindo 18 123.10
Marco Ochoa 57 13.78
Silvia Tapia 60 53.61
Carolina Aínza 56 82.77
Solange Alvarez 33 85.62
Carlos Garay 57 64.82
Andrea Casillas 36 50.97
Carlos Ramírez 50 11.29
Christel Higuera 41 47.89
Hector Cervantes 60 95.09
Rodrigo Orona 56 43.66
Donna Tejeda 26 98.55
Juan Evangelista 26 56.16
Jesus Osorio 23 98.62
Patricia Gómez 50 87.62
Pilar Ochoa 41 10.75
José Chávez 40 14.34
Leslie Gómez 42 142.94
Carla Ituarte 23 2.71
Diego Vazquez 55 3.38
Mariajose Pérez 50 24.88
Miriam Garay 57 62.04
Carlos Arbayo 19 54.48
Cristian Cambero 48 190.71
Josué Cortina 41 24.38
Mariel López 15 109.22
Ricardo Ramírez 28 4.84
Ernesto Reynaldo 24 0.59
Pedro García 32 93.67
Juan Medina 36 77.42
Javier Montero 32 169.45
Laura Murillo 20 26.60
Susana Sánchez 20 19.97
José Michel 58 153.24
Roberto Ortiz 23 34.76
Karen Pulido 52 104.54
Karla Quiñonez 21 150.85
Francisco Faz 25 5.54
Ramiro Ramírez 29 111.32
Oskar Vázquez 23 86.91
José Palazuelos 57 68.76
Carlos Zumaya 58 124.22
Salvador Martínez 30 15.75
Erick Pizá 46 0.11
Francisco Medina 30 25.51
Paula Santana 22 42.15
Sofía Caamaño 18 129.45
Laura Tueme 55 86.90
Brenda Suárez 19 120.67
Mitzi Torres 40 78.17
Ramón Robledo 25 40.46
Mario Ogaz 57 35.82
Andres Vázquez 58 44.84
Jorge Góngora 24 76.44
Natalia Cuevas 42 26.98
Cristina Cortés 52 41.38
Roberto Carvajal 31 39.68
Kiabet Garibay 46 157.53
Itzhel Sánchez 38 9.92
Michel Riley 45 145.37
Carla Morales 25 72.96
Carlos Santana 55 33.05
Manuel Alcaráz 52 88.34
Margarita Villarreal 33 124.41
Mayra Gutiérrez 22 89.18
Karen Avila 37 111.28
Mariana Morales 21 70.51
Carlos Borrego 60 83.03
Juan Figaredo 32 150.73
Marién Pompa 36 15.50
José González 33 81.85
Alvaro Schoenleber 39 102.49
Alvaro Meza 58 77.80
Mario Castillo 41 12.84
Armando Gómez 21 27.60
Bernardeth González 21 33.99
Andrés Sánchez 22 58.13
José Terreros 56 100.68
Iván Pérez 15 76.95
Tania Durán 52 23.63
Eliud Hernández 46 70.19
Karla López 25 30.68
Isaac Zárate 21 125.60
Mireya Licea 55 181.30
María Bañuelos 44 67.99
Omar Mireles 31 122.77
Damaris Arriaga 36 52.96
Georgina Ortega 30 113.39
Jesús Olarte 50 91.15
Hernán Sandoval 41 50.63
Irving Lombrozo 23 54.36
David Lim 57 93.14
Thania Garza 31 126.42
Karen Barragán 31 22.86
Alberto Muñoz 49 6.48
Juan Pérez 23 51.91
Victor Nigenda 57 28.90
Omar Sosa 31 32.01
Norma Gomez 18 15.47
José Cabrales 52 10.88
Carmen Sanabria 51 15.11
Juan Suárez 17 121.70
Alejandra Rocha 16 107.03
Edgar Escoto 47 82.17
Reyes Magaña 51 4.31
Florencia Barros 40 10.28
Galup Muñoz 42 88.09
Angeles Pérez 46 94.41
Viridiana López 53 11.86
Everardo Caloca 19 28.76
Ileana Pinal 44 41.09
María Castro 27 71.02
Andrea Gastélum 50 62.51
Ary Macías 57 96.06
Manuel Garnica 42 65.44
Daniela Hernández 55 44.27
Mariana Venzor 52 93.67
María Martínez 57 61.66
Carlos Mora 18 78.15
Eduardo Martinez 22 57.44
María Ulate 37 40.20
Daniela Eliceiry 27 28.02
María Gonzalez 53 39.63
Catherine Archundia 36 21.75
Gabriela Gutiérrez 33 6.35
Margarita Ruvalcaba 24 39.28
Claudia González 45 125.57
Areli González 49 31.38
Rafael Ramírez 41 41.47
José Mendoza 45 9.03
María Quintero 45 109.36
Diego Nuñez 46 67.34
Luis Mendoza 58 119.59
Valeria Magallón 15 4.70
Cesia Gaitán 60 37.84
Gabriela Mejía 16 83.05
Guillermo Medrano 22 36.36
Carlos Arroyo 35 30.61
Oscar Olmedo 42 55.97
José Flores 38 82.24
July Nuño 15 46.09
César Couturier 53 38.74
Arturo Castro 15 77.81
Gisela Michel 60 23.83
Mario Rivera 34 47.92
Cristina Fierro 42 51.47
Fernanda Solorio 54 49.04
Alison Pérez 28 44.14
Juan Hernández 22 30.01
José García 45 48.37
José Gómez 43 4.40
Luis Montenbruck 29 57.22
Jéssica Torres 49 15.99
Diego Macias 52 20.91
Carlos Hernández 34 98.16
Angel Aguirre 54 3.41
Zaira Piñón 21 6.12
Alejandra Granillo 24 19.13
Victor Torres 29 83.32
Jacobo Luna 19 99.72
Elizabeth González 36 34.71
Diana Curiel 31 14.06
Enrique Tamez 60 103.13
Karla Aguilera 58 2.07
Claudia Laguna 32 39.38
AnaKaren Camarena 26 78.86
Ignacio Sánchez 20 111.85
Magdalena Sanchez 35 94.39
Andrea Macias 24 14.55
Carlos González 35 69.06
Cecilia Rodriguez 49 71.51
Stephanie Andrade 17 102.88
Yolanda Cajal 42 90.99
Ulises Macias 37 27.56
Daniel Rendón 21 97.72
Daniel Farah 21 154.38
Clay Puentes 28 150.96
Fátima Solis 53 38.02
Cherill Ornelas 17 20.16
Alfonso Montfort 36 36.14
Maren Caso 55 107.25
Ana Reyes 28 54.35
Katherine Miramontes 33 14.07
Fabiola Casir 39 11.51
Juan Ramírez 38 59.21
Gildardo Ibarra 38 82.33
María Delgado 16 105.59
Livier Elizondo 46 65.45
Karen Meza 52 33.57
Jessica Toledo 32 35.31
Diego Pelayo 42 83.48
Eréndira Lona 22 88.01
Valeria Carbajal 29 99.55
Oscar Rivera 40 12.95
Erick López 47 71.17
César Olaguibel 24 143.31
Ahyreem Gutiérrez 28 113.46
María Cortés 47 146.04
Luiguy Solis 36 174.20
Luis Arana 55 74.59
Odeth Loya 58 0.44
Marco Arpio 24 39.24
Yolanda Reyes 45 56.97
Isidoro Perez 16 52.94
José Guzik 42 58.82
Carlos Estrada 34 45.12
Arturo Ceja 41 60.01
León Rivas 32 80.74
Francisco Zarco 32 96.89
Miguel Cázares 46 32.59
Hector Palmer 52 6.88
Ana Barrientos 37 124.36
Jocelyn Hernández 58 1.26
Wendy Gomez 19 14.49
Adriana Bustamante 18 124.96
Steffi Benítez 57 47.43
Victor Ruiz 48 139.66
Zoe Santos 56 61.41
María Rebolledo 54 51.55
Pablo Portillo 55 129.99
Daniel Aguilar 25 40.67
Diego García 33 50.70
Susana Mejia 25 38.30
Georgia Tlali 38 113.61
José Herrera 35 53.51
Michael Galindo 19 135.25
Gabriel Tolentino 22 81.97
Javier Orozco 46 50.83
Juan Barragán 50 45.17
Janeth Aguilera 39 116.28
Gerardo Díaz 46 78.38
Guillermo Ortega 49 20.83
Ana Michel 28 83.68
Dafne Zapata 35 98.13
María Rojas 45 33.97
Miguel Fernández 57 113.12
Raúl Barreto 19 142.17
Arnoldo Blackaller 39 74.67
Patricia Cuevas 47 79.08
Ximena Franco 22 88.61
Laura Ramirez 49 33.06
Ilse Alvarez 57 74.57
Alma Thomsen 15 52.95
Manuel López 16 60.65
Ignacio Silva 15 82.99
Sergio Rodríguez 18 17.78
Alejandro Cruz 32 95.15
Nubia Szyrman 25 104.42
Paulina Velasco 34 65.76
Francisco Hernández 28 12.88
Andrés Guzmán 41 8.67
Alejandro Reyes 33 146.80
Andrea Rodríguez 28 58.49
Marco Giovannelli 35 105.91
Alan Díaz 32 5.91
Paola Garibay 17 74.72
Leon Rodríguez 52 78.92
Jesús Blackaller 39 165.45
Swetia Cabrera 40 7.21
Daniel Medina 26 143.33
María Collignon 46 26.30
Elizabeth Ramirez 52 97.87
Perla Watson 38 47.38
Claudia Sánchez 26 85.19
José Aguilar 60 72.91
César Gómez 19 28.19
Albanny Ramos 47 52.60
Edna Contreras 35 76.35
Alejandro Pérez 40 113.18
Alejandra Acosta 33 80.57
Cuauhtemoc Torres 49 134.57
Leonardo Lara 59 147.31
Etzael Aldrete 25 20.62
Luis Lattuf 46 28.57
Carlos Valenzuela 34 4.85
Leslie Avilés 54 30.02
Montserrat Velázquez 33 118.94
Jeseli Bulos 38 159.05
Santiago Muñoz 16 66.02
Jorge Rangel 28 27.82
Alvaro Contreras 18 73.20
Sofía Verduzco 50 40.78
Christian García 15 113.99
Eduardo González 43 86.83
Cristina López 31 60.11
Estefanía Fernández 48 0.99
Tamara Amaral 58 117.42
Rafael Nafarrate 57 73.98
Ana Gonzalez 39 85.60
Priscila Navarro 39 49.64
Oscar Avalos 38 75.41
Aldo Jiménez 30 189.66
Karla Riestra 24 73.80
Ana Padilla 35 30.75
María Arreola 38 63.43
André Mederos 26 79.46
Viviana Cárdenas 25 77.91
José Estrada 50 86.68
Rodolfo Hernández 34 42.38
Farid Zepeda 31 93.94
Gabriela Ament 38 139.72
Ramón Gómez 16 61.16
Mauricio Araoz 15 61.52
Luisa Sánchez 52 63.67
Natalia García 25 6.85
Mario Tiznado 37 69.70
Manuel Bernal 53 124.61
Diego Toledo 16 97.84
Patricia Oyarzabal 59 74.15
Carlos Macriz 18 11.36
Jaime Figueroa 30 80.81
María Ceballos 22 63.50
Arnulfo Pelayo 52 45.84
Marianna Spangler 53 61.02
Leonardo Magaña 29 4.14
Ana Valdez 42 16.10
Anajetssie Mayorga 50 69.15
Diana Coppel 18 89.41
Stephanie Torres 45 105.96
Laura Servín 46 106.83
Gabriel Young 57 69.88
Carlos Nieto 55 17.75
Martin Reynoso 56 114.65
Michelle Estrada 36 1.51
Rodolfo Rodríguez 59 37.44
Alfredo González 58 28.65
Aarón Rivera 34 75.21
Irene Fuentes 42 69.42
Jorge Robles 53 49.87
Lira Castrejón 58 17.45
Diana Zapata 51 71.05
Mariana Briceño 44 69.71
Carlos Maldonado 34 67.05
Mariana Pollano 37 143.93
Gustavo Becerra 58 118.68
Manuel Méndez 28 101.77
Arturo Aldana 15 37.02
María Romo 21 18.41
Alejandro Cruz 27 14.25
Ana Peregrina 22 109.15
Alberto Pasquel 51 8.13
Carolina Sánchez 23 30.60
Itzel Marquez 19 102.46
Leticia Plazola 47 28.50
Erik González 41 174.08
Carlos Moncada 29 116.66
Katia González 48 61.67
Jaime Soltero 37 49.67
Adriana Lépez 55 141.66
Ivana Pérez 48 63.12
Julio Beltrán 18 81.45
Luis Castillo 18 153.27
María Bernhardt 22 23.67
Andrea Arreguín 22 58.24
Jorge Rodríguez 40 31.67
Mariana Garza 39 5.86
Guillermo González 34 101.72
Raul Anaya 36 72.19
Carlos Aguirre 51 106.43
Eduardo Romero 50 94.61
Ana Jacinto 45 44.16
Miguel Sierra 21 92.35
Max Aguirre 57 43.55
Julio Linares 56 121.69
Paola Zertuche 45 32.37
Ana Varela 51 56.05
Rocío Alvarado 44 42.80
Nicolás Contreras 47 57.80
José Barroso 54 86.71
Javier Carrillo 31 3.76
Valeria Vázquez 52 30.42
Ana Sosa 22 143.22
Karla Bermúdez 29 21.99
Gloria Guardiola 53 140.97
Ramón Zamora 37 128.85
Margarita Rangel 27 60.06
Alejandra Pérez 56 66.64
Laura Peregrina 18 31.89
Nora Estrada 33 3.05
Raul Sotomayor 54 103.30
Maria Mota 22 175.53
Jose Ochoa 36 95.69
Daniel Alatorre 53 56.22
Santiago Borrego 36 2.70
Verónica Yacuta 34 34.69
Juan Ruiz 58 85.98
Andrea Flores 30 86.47
Alejandra Moreno 20 29.24
Alejandro Tamez 29 143.93
Montserrat Enríquez 38 87.77
José Tagliapietra 26 33.62
Anna Félix 16 100.18
Jessica Villarreal 23 91.84
Tania Díaz 43 21.37
Luis Padilla 40 49.16
Fernando Conchas 46 40.46
Fernando Lozano 32 74.56
Dania Zamora 54 141.58
Halim Ochoa 47 162.91
Fernanda Montes 33 107.33
Daniela Valadez 58 138.17
Paola González 49 32.30
Guillermo Berumen 36 86.19
Enrique Rodríguez 51 188.22
Lizbeth García 28 141.12
Jorge Leal 49 69.90
Alfonso López 36 30.34
Alejandro Palma 35 123.22
Santiago English 22 84.94
Jorge Diaz 16 18.86
Ernesto Arambula 45 8.46
Pablo Renero 52 110.07
Alejandra Gutiérrez 58 35.91
Alejandra Romero 58 64.23
Efren Díaz 25 38.08
Juan Cortes 43 29.43
Marcela Valdés 18 105.44
Ramiro Dahuss 39 38.76
Guillermo Sánchez 53 80.63
Omar Pacheco 35 162.32
Ernesto Abreu 31 16.65
Lucia Santiago 27 41.32
Giancarlo Meléndez 51 72.49
Jesus Jiménez 40 82.85
David Galván 55 113.77
Desirée Carbajal 28 41.62
Rubén García 50 16.12
Alám Kobayashi 29 147.00
Rodrigo Dorantes 49 16.22
Cecilia Pérez 44 118.51
Carlos Retif 28 35.27
Manuel Gomez 46 14.85
Gabriela Chavez 56 15.11
Nicole Medrano 24 25.84
Víctor Domínguez 41 176.38
César Orozco 54 120.41
María Hernández 35 2.33
Ilse Uribe 51 39.66
Jorge Brambila 48 182.96
Fabiola Torres 27 159.48
Samantha Aceves 47 35.03
Isaac Batres 36 36.74
Esteban Ross 19 57.74
Rodrigo Robles 29 15.99
José Jauregui 45 33.52
Fatima Moreno 49 4.97
Carmen Vargas 27 68.00
Maria Camacho 43 73.53
Sofía Vargas 48 44.01
Luis Santillán 38 95.51
Miriam Díaz 59 49.43
Marcela Medrano 51 113.97
María Segura 27 92.30
Estefanía Argote 18 116.11
Kiabeth Cueva 20 38.65
Marco Pérez 16 40.12
Beatríz Cosío 43 149.46
Anna Barreto 22 99.48
Gabriela González 51 127.13
Sofía Mazinani 60 17.13
César Carlos 47 56.54
Julieta Hernández 50 100.43
José González 60 20.32
Alberto Sarabia 34 53.52
Adriana Guzmán 37 78.53
Hugo Fraga 58 161.99
Alejandra Valdovinos 25 6.05
Paola Padilla 45 32.73
Eliseo Ruíz 30 54.36
Edna Bechelani 36 115.92
Isis Peña 24 105.90
Gabriela Ceceña 48 42.50
Manuel Ruvalcaba 41 67.82
Karla Beltrán 58 5.59
Josué Li 15 58.29
Ilse Ochoa 45 80.62
Edson Hau 52 61.17
Abril Vargas 46 66.91
Satch Salinas 44 129.56
Miguel Gómez 20 13.95
María Hosoya 30 4.18
Fernando Zaragoza 21 33.46
Jorge Arias 34 42.94
Andrea Cuevas 31 157.04
Juan Alexander 24 74.07
Sonia Jiménez 17 69.08
Pablo García 40 90.45
Rodolfo Martínez 26 71.61
Juan Corral 57 75.26
Edgar Citalán 27 26.22
Marcela Maldonado 25 16.53
Mariana Espinoza 35 0.07
Magda Hinojosa 58 68.84
Andrea Pérez 44 57.54
